text,airline_sentiment
@united second time flying into Houston and 45+ mins waiting for luggage at baggage. Typical? Still waiting..,0
@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?,0
"@united Nice ""partners"" you have. The delays keep increasing every 20 min @FtLauderdaleSun @orlandosentinel http://t.co/1AtEafnC6R",0
@JetBlue okay thank you! I'll check with them again!,1
@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!,1
@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?,0
@USAirways i got through and am able to switch my flight with no charge. Thank you,1
@AmericanAir I want to speak to a human being! !!  This is not an obscene request!,0
"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",0
@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!,1
@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?,0
@USAirways no wonder you are the lowest rated airline in america. #shameful #USAirways,0
@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,1
@USAirways #tbt every day.,1
"@united @airlines. Agents arguing about check bag announcement. Looked for room until seat 20, gave up and walked back to seat 7.Unnecessary",0
@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD),0
@SouthwestAir might be the worst airline ever,0
"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay",0
@united Yes but unbelievable.  Should have a free fare lock,0
@AmericanAir it's not a friend it's a legally required chaperone on a school trip.,0
@scm1133 @USAirways we hate delays!! have you tried any of these?! http://t.co/7STktJXAN1 (although we're not sure what a timbit is...),0
@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5,0
@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out,1
@AmericanAir @AmericanAir how do you expect to do that?,0
@JetBlue ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?,0
@JetBlue Thanks! See you soon!,1
@usairways hi. You lost my father's wheelchair. Every time we call we just get voicemail. My dad needs it to go home. Please DM me.,0
@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH,1
@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,0
@united why do you bother surveying me!,0
@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It's getting real old real quick!!,0
@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,1
@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly,0
@USAirways I have run out of patience.. We are sitting in a bus without air in front of plane and there is no communication from anyone40min,0
@JetBlue That makes two of us! Lol #Blushing,1
"@USAirways see? No response? Obviously you think this ""service"" is acceptable. #customerservicefail",0
@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,0
@JetBlue thanks for NOT! Sending me an update that our flight was delayed 3 hours. Unbelievable!,0
"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",1
@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,0
@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,0
@USAirways ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3),0
@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,0
@united problem is on laptop not phone,0
@AmericanAir hi there flight from Dallas just Cancelled Flightled going to LA. Can u pls help rebook me?,0
"@USAirways Thank you, busy times.",1
@united please review and fix your baggage procedures at Dulles because it happens every week when my sister travels there on your airline,0
@AmericanAir  I have still not talked to anyone. You guys should be prepared for these situations. How is this good service? I am so mad!!!,0
@USAirways and it still says it's on time on your website btw,0
@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,0
"@SouthwestAir I use to #LUV swa but after an hour and counting on hold, for a flight they Cancelled Flighted on me? #noluv",0
@USAirways - thanks however I feel like the system has failed me -- what is the solution?,0
@USAirways the flight that I did not connect to was 1857.,0
@SouthwestAir I would die if I got tickets to #DestinationDragons and you would be invited to my funeral,0
@SouthwestAir it's pretty stupid and I probably won't fly it again. Plus hearing nightmare stories of overbooked flights.,0
"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent.",0
"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?",0
"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight",0
"@AmericanAir, I've been booked on the wrong flight! And now PE desk has a wait of more than 2 hours?!",0
"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board",0
@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,0
@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.,0
@AmericanAir My flight tomorrow from SLC to DFW AA304 Cancelled Flighted. Can you help me get there?,0
@USAirways like they will call me? I'v been trying since yesterday and no one is answering...,0
@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise,1
@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!,0
@VirginAmerica Site down? #help,0
@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,0
@AmericanAir 37 minutes??????,0
@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.,0
“@united: Looking for a reason to travel? #quote http://t.co/GGuIg3t28z”,1
@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,1
@united JT thanks for your help I’ll complete the form once we are back home,1
@SouthwestAir flight just Cancelled Flighted. Can you help me rebook?,0
@united I had the worst customer experience at Houston intl airport... Your ground support even for @staralliance members is a nightmare,0
"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology.",0
"@SouthwestAir no, thanks. I think we have it straight!",0
@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.,0
@JetBlue I waited 3 hrs for my bags and my flight was only 2 hrs,0
@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.,0
@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,0
@AmericanAir You have a lot on your pLate Flight dealing with Cancelled Flightlations and weather tonite. Those are more important. I know you will respond.,1
@united another week has passed and I hoped that I would have had a response by now,0
@VirginAmerica your inflight team makes the experience #amazing!,1
@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1),0
@united lost bag in Huston we leave for a Bahamas cruise today from #nola and had to buy all new stuff. Customer service is non existent,0
@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,0
@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround,0
@USAirways got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated,0
@USAirways i tried it but doesnt help very much and Reservation seems to be overwhelmed with some issues,0
"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled.",0
@United is the worst major US airline.  More proof: they're boarding the plane with the outside galley door open in 0 degree weather.  Wtf?,0
@USAirways what happens if the flight takes off before we Cancelled Flight?? That's the issue. We don't want to pay because of your inaccessibility!,0
"@JetBlue we saw one, he was as useless as the tsa agents who inspected my shoes",0
@AmericanAir Thank you!!!! I will be there to pick her up on time.,1
"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O",0
@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?,0
@AmericanAir what sense is it to charge for a bag service when the service isn't great. Losing luggage and now missing items this is bs,0
@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,0
@AmericanAir I don't like making a scene but this hasn't been addressed properly. Please have them do that.,0
@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation,0
@united at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees,0
"@USAirways my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]",0
"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day.",0
@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #Cancelled Flightledflight,0
@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways,0
@AmericanAir missing a full days of work thanks guys,0
@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon,0
@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,0
@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired,0
@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,1
"@united @upgrd I guess the Kit Kat looks tasty... not going near that ""sandwich.""",0
"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors""",0
@united social media team is on point on #OscarNight :),1
@USAirways if you get my bag from E Gate to B Gate at the Charlotte airport before my 6 pm flight (Late Flight cause of yall) I’ll ride US for life,0
@AmericanAir over 70 days  no contact from a human or apology letter. @AmericanAir is #yucki. Read all about it soon http://t.co/9R9OmzQAVI,0
"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",0
"@united yes, I've been waiting for four hours and no one has been able to help me.",0
@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.,0
"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB",0
@JetBlue flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK,0
@united annnnddddd I'm going to lose my first class seat on the flight they shuffle me to,0
"@nrhodes85 isn't it funny that @USAirways just apologizes, but doesn't actually take steps 2 go above &amp; beyond for customers? #NotImpressed",0
@AmericanAir why don't you take care of @Cowboycerrone flight screw ups,0
"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW",1
"@jetblue - WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!",0
@SouthwestAir 2nd leg of trip Cancelled Flightled. Been on hold 1.5 hrs. Will we lose our $ if we don't speak to someone before first flight leaves?,0
@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,0
@jetblue you just directed me to your mobile website. Where is the direct link? GET IT TOGETHER!,0
@JetBlue thanks. I appreciate your prompt response.,1
@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster,0
@SouthwestAir Another delay. Wow,0
@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!,0
"@United flight 4465 almost half an hour at the Tarmac ""waiting for papers""... Cannot miss my connection at IAH !",0
@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3 #SWA #THANKYOU,1
@AmericanAir FINALLY called me back... BUT HASN'T SPOKEN TO ME.  Like the worst prank call EVER!!,0
@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx,0
@AmericanAir TSA said there is nothing they could do. But the question is why are your employee's swapping your customers belongings?,0
@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,1
@united you are really trying me today.,0
@jetblue is giving me false hope of ever getting home,0
@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,0
"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",1
"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm.",0
@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend,0
"@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou",0
"@SouthwestAir alas, it was pretty full so we had to entertain ourselves with witty repartee ...",0
@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,1
@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.,0
@JetBlue why don't YOU tell them to update the boards?!,0
@united thank you.,1
@USAirways forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.,0
@AmericanAir  thanks hoping that by wed I can get back to DFW,1
@united thanks,1
.@JetBlue @ZKatcher 😂😂😂😂😂OMG. Bored &amp; read through this convo.. Seems like JetBlue is on point.,0
@SouthwestAir on hold for over an hour twice?  Terrible.,0
@SouthwestAir following. Thank you.,1
"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",0
@AmericanAir thanks so much!,1
"@USAirways @landonschott he's fine, he really likes picking his own seat....",1
"@united hey, left my computer bag, w/computer inside, in United, filed online report, no response",0
@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,0
@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!,0
@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont),1
"@USAirways new slogan should be ""if you don't want to arrive on time, pick us""",0
@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,1
@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,1
@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail,0
@SouthwestAir SEA to DEN. South Sound Volleyball team on its way! http://t.co/tN5cXCld6M,1
@SouthwestAir it says I can't because my flight is in progress.,0
"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",0
@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,0
@jetblue Vegas desk said JFK connect would b held 4 us and 26 others on our plane now staff at JFK says weather was problem. #epicfail,0
"@united ^GJ funny, I did and the attendant recommended me tweeting you letting you know about my subpar customer service. #RunAround",0
@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,0
"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?",0
@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.,0
@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!,0
@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.,0
@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.,0
@SouthwestAir I'm getting leathery from the heat on 4251 before I even get to Vegas....,0
@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!,0
@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,0
"@AmericanAir $90 dollar RT ticket to Chicago? Yes, Please!",1
@USAirways yes had to go pick up and pay 40 cab ride very rude employee poor customer service,0
"@united : Unhappy with United's service?

Read Ralph Nader's open letter to UAL's CEO.

Leave a comment or RT.

http://t.co/O0745APIau",0
@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?,0
"@AmericanAir pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine.",0
@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?,0
@SouthwestAir bag in possession but no clothes in bag??,0
@united no it weighed 45.5 and it was the only checked bag,0
@JetBlue I only fly Jet Blue,1
"@united @laurasbrown5 Clearly United lives in the stone age. Some people don't need computers, make your site better for tablets and phones",0
@USAirways yes but again valuable time has been lost,0
@USAirways the plane is moving and it's no ice. We are moving to the end of the runway to sit because LGA has one runway open.,0
"@JetBlue dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying.",0
"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",0
@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,0
@SouthwestAir when will sw return to customer service?  Business travelers made sw now sw ignores us.,0
@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest,0
@USAirways over an hour is unacceptable wait time. thanks for nothing.  Be sure never to fly you again,0
@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,1
"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj",1
"@AmericanAir I am running out of battery you have my chargers,clothes,coat,contact lenses, need to be in mtg tom need help #pathetic service",0
"@AmericanAir I need to speak to a REAL PERSON. My flight was Cancelled Flightled with no explanation, and I've been on hold for more than 3 hours.",0
@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,0
@AmericanAir literally just stopped allowing people to wait in line for customer service. Incredible. From worst to no customer service.,0
@JetBlue what gives? Delayed over 2 hours at MCO to JFK. Every time!,0
@JetBlue U say our safety is our highest priority but that doesn't extend 2 our property? This is totally nuts. http://t.co/xZY7pHKFGR,0
"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek",1
@SouthwestAir so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR,0
@SouthwestAir @Matt_e_Boss how long did you have to hold? We waited 35 minutes and gave up,0
@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence,0
@united From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.,0
@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,1
@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,0
@SouthwestAir thanks I think we've got it figured out,1
@JetBlue Awesome! Thank you! ;),1
"@united still awaiting a reply from ur customer services?  18 days, no response? Lousy #unitedairlines",0
@SouthwestAir loving the boarding to go to Chicago #KeepItMovin',1
@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.,0
@AmericanAir finally made it to chicago - 13 hours Late Flight.  Did get a $12 food voucher for my wait.about $1per/hr. Never again. Good bye.,0
"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough",1
@USAirways I did. They told me it was a 40 min wait &amp; they'd call back. It's already been 45 min. Horrible,0
@USAirways you gladly take the loyal customer's money but when you cause an inconvenience you do nothing to help fix the problem you caused.,0
@JetBlue I did see that! Working on picking up a trip or two as we type.,1
@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,0
"@AmericanAir The website won't let me view my reservation due to ""changes made outside http://t.co/nwF2FkA8fY"". I'm on hold now to get help.",0
@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.,0
@AmericanAir how comes no one has answered my calls or emails?,0
"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",0
@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,1
@united care less about the person - although he walked away while I was complaining.  A man at 10p at LAX club.  More.....,0
@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,0
@AmericanAir I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isn't a problem.,0
@VirginAmerica got it. All set - Thanks!,1
@united it most certainly was not.,0
@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.,0
@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!,0
@AmericanAir but your flight crews &amp; ground crews have handled situation well. Texting notification let me catch a few winks during delay.,1
"@usairways RT @Dmoukdarath: Nice, another delay with @usair second one this trip. Left engine leaking...what's next?? #USAIR #nothappy",0
@AmericanAir I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.,1
"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",0
@JetBlue great job getting flight 28 in 10 minutes early. Too bad we're at 50 minutes and counting waiting for our bags.,0
"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available.",0
Thank you for sending more details  @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA,1
@AmericanAir   What is that!? Why even bother catering dog food that no one will eat ? http://t.co/iFESPcBzTm,0
@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c,0
"@SouthwestAir I love imagine dragons o flipping much, pls #DestinationDragons",1
@USAirways #Unbelievable that for 2 consecutive days I can't get through to a person.  On hold over 2 hours and still going,0
@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,0
@SouthwestAir How to I rebook on-line when it keeps telling me that it's a reserv number for a past date (this morning)? Holding for 2hrs.,0
@AmericanAir seats that were assigned are inappropriate for child this age. AA knew age of child.,0
@united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.,1
@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.,0
"@united ... I want my bag off flight 1142, what do I do now?",0
@USAirways now my rebooked connection is delayed.,0
"@united really, fill out a form about my flight experience? I sent an email to the 1K email address.",0
@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,0
"@JetBlue lol at your ""estimated departure time."" Plane hasn't even started boarding yet. You can't even get your delays right.",0
@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,0
@united oh I did. Was still lost. Your tracking system stinks as does the delivery system.,0
@AmericanAir I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!,0
@AmericanAir I need a flight out tonight. Isn't there anything else?,0
@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,0
@JetBlue We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated,0
"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever.",0
@SouthwestAir @AmericanAir y'all are better then @united,1
@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?,0
@AmericanAir flight delayed 3 times today due to flight officer. 4333 from pit to ord. 5 hour delay to date. #bademployeeproblem?,0
@AmericanAir thank you!,1
@AmericanAir Is there a way to add my AA number to an itinerary that doesn't involve sitting on hold for 1.5 hours?,0
"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!",1
"@united so you told me to go, knowing what the issue was, only for me to go there and find out that you won’t fix it?",0
"@USAirways ""Owen F"" at DCA Gate 42: #rude.",0
@AmericanAir I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked,0
"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?",0
@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..,0
"@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame",0
@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,0
"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better.""",0
.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,0
@USAirways Get new planes then. Got on this plane at 7:50 its 10:20 now and still on tarmac. How ru going to compensate me for this?,0
@SouthwestAir sadly didn't get much help ... As a travel agent this is so disappointing to me.,0
@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable ✈️✈️✈️✈️✈️✈️✈️,1
@SouthwestAir last 5 flights have all consistently ran behind schedule what's up with that ??,0
@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr,0
Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.,1
@USAirways why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.,0
@VirginAmerica thank you,1
@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.,0
@USAirways we bought our tickets months ago. Had seats together for all 6. Haven't changed flight. Now 4 kids seats are scattered on plane.,0
"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.",0
"@USAirways 42 minutes holding. Seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed.",0
@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.,0
@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,0
@AmericanAir She told us we had to drive back to drop it off so they could attempt to fix it. Really? Don't have time to do that. #terrible,0
@VirginAmerica I see what you did there ;),1
@AmericanAir watch out if you are a parent...they break stroller &amp; tell you look at the fine print,0
@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071,0
@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.,0
@JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice,1
"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)",1
@AmericanAir I fly weekly with you and haven't seen one,0
"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!",1
@AmericanAir why can't @dfwairport have the capability to spread salt on a runway?!,0
@USAirways I submitted refund request b4 1st flight 2 days ago. Is that all I need 2 do?,0
@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,0
@united it was credit from my last trip that never came in the mail!,0
@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,0
@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD,0
@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared,0
@AmericanAir I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.,0
@united I would appreciate an answer on why we weren't alerted flight had been Cancelled Flighted until plane landed.  #showsomerespect,0
@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.,1
@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :),0
@united thnx for the info,1
"@AmericanAir Hey, AA! There was a mistake made by your CR on my Flight Booking Problems. When I call your reservations #, I keep getting hung up on. Advise.",0
"@USAirways #Overbooked SXM-CLT delayed deplaning extra passengers. #missedconnection #forcedovernight #CLT, no lodging/food. Disappointed.",0
@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,0
